audio,text
train_converted/567.wav,ah lai lai lai lai
train_converted/568.wav,sann ban khoo
train_converted/569.wav,li tsin sui lah an ne hoo gua ka li ue too khi lai kio tso moo le luh lah
train_converted/570.wav,tsong thong tshua ing bun ma ti bin tsheh hun hiong tsit hun ui hua lian kuan kong hok hiong kong soo huat tshut lai
train_converted/571.wav,beh khi to ui
train_converted/572.wav,tsong si an ne tso ke tsiok kau kang tsing ka tsiann tse ke sng liong kai tsin e sing ko ma tsin iu han
train_converted/573.wav,tsit ma beh khi pue a an tsuan tua ha hoo ho mai li khui ka ti e ui
train_converted/574.wav,mh
train_converted/575.wav,a kiong a be phah kue lai
train_converted/576.wav,koh kui na pai tshiang siann beh su iong hik tsu bu khi
train_converted/577.wav,ing ing siann long bian tso to si se kan siong kai ho e tai tsi
train_converted/578.wav,to tsit hang kong huat si tsing khak e
train_converted/579.wav,lang kheh beh tiam siannh tsiah pa tsiah sng to ho
train_converted/580.wav,gua tui tsia sing lai e neh
train_converted/581.wav,li ai sia hoo kin
train_converted/582.wav,koo kong
train_converted/583.wav,hit king tiam loo bah png siunn se uann tsiah be pa
train_converted/584.wav,tai uan tah ing i au e iong i khai huat kok ka e mia ti WTO kah lang tshiau tai tsi
train_converted/585.wav,ooh lai
train_converted/586.wav,i bo lai hoo gua tsin huan lo
train_converted/587.wav,ah na e puah loh lai lah
train_converted/588.wav,be ki tsit lan tsin tsiann lak ti tshiu thau e tsi u hian tsai
train_converted/589.wav,kak hue a mai hiah koo khut lah tak ke long si tshu pinn tau ho ping iu neh khoo kun khuann be tso tit to ka tah ue looh
train_converted/590.wav,si kan na phue hap bo tu ho it tshe to long hue hua khi ah
train_converted/591.wav,gua si kan na u hiah liong siong ti tsia thiann lin teh kong hia e goo si sann e
train_converted/592.wav,na e tsng kah an ne
train_converted/593.wav,tam tsing tsai ho pinn
train_converted/594.wav,si tsap tshit hong tshue──hian hoo tso hue ui tai gi bun un tong phah piann e tsian pue kah iu tsi tsi it
train_converted/595.wav,Sudan tsing hu ia ke siok ti Darfur ting soo tsai tsan hai tsio soo tsok kun
train_converted/596.wav,tok sin to khi tsu Penicillin lah
train_converted/597.wav,Congo bin tsu kiong ho kok tiong hui kiong ho kok lam Sudan ma tsiah king lik kue tua kui boo e po hing
train_converted/598.wav,be hiunn e si tsun thau ke e sang tsit ki lai tah
train_converted/599.wav,ma e tang tsi hiong bi lai
train_converted/600.wav,pai tui lah
train_converted/601.wav,kin a jit m bian tsinn
train_converted/602.wav,guan khi u a tshuan khui sun a tsit tang tsun kak hue a tsin huan hue tui i ha tok tshiu it tit ka hue sit le kiu khuan liong nng e tsiah at tshiu kong ho
train_converted/603.wav,tak kang thau tsa ka pian tong kuann lai khi be
train_converted/604.wav,lan tshan thiann ti thau tsing tsiann tshiu ping in ui tsia tshia be sai thing siunn ku tak ke kin loh tshia loh tshia liau au tue gua jip khi li lau tsiah png
train_converted/605.wav,a phau na ka tak e thin tsiu na kong oo liong sai e li e pi kuat thai tsun leh i au koh tshiann sai e to to tsi kau
train_converted/606.wav,gua sang hoo i nng ki pit
train_converted/607.wav,tsu lang tsit e ka sing ti su kak hue a tui tsia e ku tshu pinn tsiann khuann bo tsiunn bak
train_converted/608.wav,to sia loo lat ooh bian li tsiau koo i au put tsun li koh kah gun ha e lai ong
train_converted/609.wav,tsi iau li na puah e iann bin tsu to tsue hoo li
train_converted/610.wav,im gak i siong ai
train_converted/611.wav,siunn beh u hing hok khuai lok e bi lai thuat li bo tsi tsin e lun hue
train_converted/612.wav,ho
train_converted/613.wav,tsiann sit u tsit lo tai tsi
train_converted/614.wav,gua beh lai tsu png a
train_converted/615.wav,beh kue ni a kha sang tsit kui kang long ti tsau kha bo ing
train_converted/616.wav,kin tshue khuann mai leh
train_converted/617.wav,tui tsit e sia hue i kai kuan sim
train_converted/618.wav,lan beh lai khi seh ke a sing hoo gua ka tsit kua mih kiann khng jip khi kha bang
train_converted/619.wav,m koh ue kong to tng lai tsia e bian hui e bang loo hok bu ma m na si than kong ko tsinn nia nia
train_converted/620.wav,tsit tin tsiau a leh pue
train_converted/621.wav,tue tioh im gak ngiu io hian kha tshng sim sik tshio khue
train_converted/622.wav,kan na tsit hang tsit kui tang gua na lai na iau i koo su u ho khuann bo
train_converted/623.wav,lan e sai phah phin phong lai lian sin the
train_converted/624.wav,kam ho se
train_converted/625.wav,gat la iu koh kio tso huan a iu si khah tsa san hiong lang me si tiam hue tsio kng e iu liau
train_converted/626.wav,gua kong
train_converted/627.wav,hit ui tsu a i bat li li kam bat i
train_converted/628.wav,bo iau kin
train_converted/629.wav,tsit e tsha sun hong sik tui gi gian hak sip ing kai u tsin tua e pang tsan
train_converted/630.wav,gua tsha tsit tiam a jin be tshut lai li si a hue a in kiann
train_converted/631.wav,iong tsit khuan hong sik li tsing bing li si tsu lang sin the si loo le
train_converted/632.wav,tsit pai lok im to tsiau sop tso to ho ah
train_converted/633.wav,ngoo hok tshun ji tsap lak ho
train_converted/634.wav,ang lau su li tshiunn kah tsin ho tsin ho thiann oo
train_converted/635.wav,hannh
train_converted/636.wav,ji tsap se ki i au si si m si si
train_converted/637.wav,leh ham Sunni kue kik phai e Islam kok kau tsian
train_converted/638.wav,B one kau ah
train_converted/639.wav,nau tsin tong su iau an tsing
train_converted/640.wav,sui sin hing li tshiann khng ti tse ui e te e i a kha
train_converted/641.wav,beh kue ni a tak ke long e khi thau mng tiam hoo lang siat tooh tsit e
train_converted/642.wav,hngh
train_converted/643.wav,tse thing sik si iong Python sia e in ui Python e gi huat khah kan tan
train_converted/644.wav,tsit e si tsun mi of AB kho ling ma si tsiann soo m koh e khah se
train_converted/645.wav,tsiau kiam tsa kiat ko lai khuann si bo tioh liu kam to si khah giam tiong e kam moo nia nia bian huan lo
train_converted/646.wav,kong tse si tsit tiunn Muslim tui khong bi kok sip ji kun e sing tsian tshi kik si ke e Muslim lai ka jip IS
train_converted/647.wav,li siann mih si tsun tng lai e
train_converted/648.wav,tsit tai tshia si tshiu pai e tioh ai e hiau iong khu la tsih tsiah u tsai tiau sai
train_converted/649.wav,m koh ku ni tsap it gueh iu ke tng leh loh e si tsun，in ping bo an ne tso pang hoo i ke siok loh
train_converted/650.wav,bo ah li tsit poo siann mih hue ah
train_converted/651.wav,gua hoo li be phian tsit li it ting si beh khi tshue hit tsiah siau kau honnh
train_converted/652.wav,thng hue hue to
train_converted/653.wav,ooh ho ho
train_converted/654.wav,tsin tsiann u iann si khi si lang
train_converted/655.wav,ooh ho bian kheh khi bian kheh khi
train_converted/656.wav,pun tsiat li iong pio keh kah bun ji suat bing lai tian si sit giam sing ko
train_converted/657.wav,ah li na e pat ui a m kiann phian phian a beh kiann gua tsia
train_converted/658.wav,a
train_converted/659.wav,honnh a put lah tsit e m tsiann kiann
train_converted/660.wav,li kong hit ki tua ki phinn ooh
train_converted/661.wav,kak hue a kah soo hue a ang gim tian hai ang tai gi bun hak gueh khan te tsit pah khong peh ki
train_converted/662.wav,na u siann bun te khuai lok khui sim hue
train_converted/663.wav,a put lah tsit ma tso tua thau ke a oh lang tua pan a khui hi inn hoo lang khuann bian tsinn e ooh
train_converted/664.wav,li e ing eh tsham tsit kua khe tsiap puh loh khi tsha
train_converted/665.wav,ah Shh
train_converted/666.wav,tai tsi tso be ho tshun i an ne suann hing suann hing
train_converted/667.wav,kian lip tai gi e gi su tah phue su tian si tai gi kau hak tsin tiong iau e tsit poo hun
train_converted/668.wav,gua lang tsit ma khui tshuan be kue tan gua tsit e
train_converted/669.wav,ho
train_converted/670.wav,tsok tsia jin ui bi kok na si phai tua kun khi kah IS tit tsiap sio tsian thian to e sit hian IS e suan thuan
train_converted/671.wav,ling hun to tue be tioh i e kha poo
train_converted/672.wav,tsiau li kong to kau tiam gua a gua khau e thinn sik ing tong si kng iann iann tsiah tioh si an tsuann iau koh si am phu phu
train_converted/673.wav,li thak tsu tsit ma tsiah tng lai ooh
train_converted/674.wav,tak ke lim kah tsui bang bang liau au tsiau siong sai tshia tsiah e u lim tsiu mai sai tshia e piau gi
train_converted/675.wav,lan tsiah ni kho siok m tsiah tit tsiap kio li ennh tann mai siunn khi lah
train_converted/676.wav,lin jin ke tsiah tsit kua tui bak tsiu kai ho kai u pang tsoo
train_converted/677.wav,he m si gua
train_converted/678.wav,kin lai ti buan tsiu long bo sim mih thiann kinn kau tsian e siau sit tsong si peh gueh sann tsap ho ti hua thai to sai ping huann u tsit soo tsai ho tso tsi ka kau hia u tua kau tsian jit ngoo sio thai goo tiam tsing ku ngoo si e u pah sann mia jit si siong tshit e jit u tit tioh ngoo e kun tsong put tsi tse liau au hua thai to long an tsing
train_converted/679.wav,i ia siunn beh ka lang thak tsheh
train_converted/680.wav,ah to tshui tshui lah
train_converted/681.wav,gian kiu e tsu tshi hak tsia Joseph Turow kong bin tsiong m si tsiann sit kam guan ui tioh sio khua ho tshu to lai kau tshut ko jin e tsu liau
train_converted/682.wav,han tsing li it tit bo thing tshiu leh iunn inn a hoo tsing lang tsiah bak nih a ku nia kui tiann inn a to tsiah kah khang khang looh
train_converted/683.wav,a nia ue au ko gueh tsui tian tang tse khi ke
train_converted/684.wav,siunn beh tsiunn pak e lang tshiann ti te it guat tai tan tshia
train_converted/685.wav,sann tsap si lun hue
train_converted/686.wav,tsiok li tua than tsinn
train_converted/687.wav,gua siunn beh tsiah hun li u lai tah bo
train_converted/688.wav,peh pah khong si phinn tsing tsok too sat e kau hun
train_converted/689.wav,la la leh to ka kham khi lai hip tsit si
train_converted/690.wav,u tsin gau tsin gau
train_converted/691.wav,tshiu ki a phang kinn e kui pin tshiann lai te ji hok bu tai loo lat
train_converted/692.wav,i an ne kong thiann tsit e u iann khi kah
train_converted/693.wav,sit tse siong si tsit tsiong hong khi e sim thai
train_converted/694.wav,i ha si tsit phinn bun tsiong e tiah iau
train_converted/695.wav,be saih be saih
train_converted/696.wav,li phah ka tshiunn ai am leh oo na bo am hoo tiau bai khun e si ke pue
train_converted/697.wav,kang hu kau tshu beh tsiah to u
train_converted/698.wav,ing kok ue poe o tsiu pan tsue kin sui e a sui e hong bun ha gi inn tsuan poo e tsit pah goo tsap ui gi guan na si khai hong tau liong sim phio in e lip tiunn e siann khuan
train_converted/699.wav,be tang thau tsiah poo
train_converted/700.wav,khuann tse pan se si tsau bo loo a i to puih kiam tsu sat
train_converted/701.wav,gua bo siunn tioh e huat sing tsit khuan pi kiok
train_converted/702.wav,hooh
train_converted/703.wav,gua kok lang o lo lan e tai uan siu le u iánnláu sit bo tsho goo lan tai uan e suann kik hiong tsong kik u pian hua koh tsai si kik tshong tshui kik tshenn bak si siong u gin sik e hun tsai hia e tshenn ling ling e suann tsiam e tiong kan teh kun teh gia soo i tse tsun tui hai tiong ng hng hng khuann tik khak si hui siong sui m na an ni tsiu si tui kin kin khuann tai uan thau kau bue put lun to loh tsit soo tsai tshiu bak put si tshenn tshui hue tshau put si iam sing u ki kha e bue iah ti hit tiong kan teh bu ho siann e thang thua tsiau tsiah teh thi teh tshiunn uan jian si tsit e tua kong hng
train_converted/704.wav,ji khong it ji ni lak gueh ti tai tiong
train_converted/705.wav,heh
train_converted/706.wav,tsap hang kuan kian tshua pue hue tu it kiu ji su
train_converted/707.wav,tai uan e tai hak sing bo thak kue jim ho tai uan bun hak bing ka e tsok phin tse si li soo tong jian
train_converted/708.wav,iau m koh tai gi tian iann e bi lai be ing tsit su
train_converted/709.wav,tsuan bi kok u tshiau kue nng pah ban lang ti leh kuainn
train_converted/710.wav,tsap tiam sann tsap sann hun khui ong tau lak e tshia ti ji a gueh tai tih beh khui looh beh tse tsit pang tshia e lu kheh tshiann kin khi ji a gueh tai tsiunn tshia
train_converted/711.wav,ho
train_converted/712.wav,tshiann mng e kha to tsit hang khah hu hap tui ue e tsing king
train_converted/713.wav,tsit ku si ing kok ue poe tsuan nua tsok ka Giles Fraser e li kai i ma si tsit e ing kok kok kau e kau khu bok su
train_converted/714.wav,kam kak tsin an ui tsin buan tsiok in ui i e an ui kah buan tsiok
train_converted/715.wav,ji tsap ni au e sing uah
train_converted/716.wav,hi a pi nng si a siu khah kin
train_converted/717.wav,li khuann li kau tann tsit khoo liu liu
train_converted/718.wav,thai thai tsau ah
train_converted/719.wav,ah tsit tiau tsinn kam theh e tshuaih
train_converted/720.wav,lan kin lai tsiah png a lah
train_converted/721.wav,kuan kian su tai gi bun gi su tah phue hoo sin sit siong kuan too gi bun kau hak
train_converted/722.wav,gi su tah phue collocation si hak sip gi su an tsuann su iong tsin ho e kang ku
train_converted/723.wav,kian kinn lang to suann
train_converted/724.wav,i tsit ma si tshenn me niau tu tioh si niau tshi
train_converted/725.wav,in e kau pue tsiann tshim
train_converted/726.wav,gua khuann i bo se ji tshu to siunn beh ka kuan sim ah tsai e khi hoo tong tso pian thai tsin tsiann si ho sim hoo lui tsim
train_converted/727.wav,siann mih tai tsi leh
train_converted/728.wav,B siat su a kah B bo kuan he tok lip su kiann
train_converted/729.wav,to tse khah un tsai e
train_converted/730.wav,m
train_converted/731.wav,kio lin e lang ka tsu po tsuan poo khng jip khi
train_converted/732.wav,mh
train_converted/733.wav,gua khuann li tsiann song
train_converted/734.wav,i m thiann to si m thiann lan ma bo i huat
train_converted/735.wav,kak hue a ti iu tsing e sann tu a lai tiam tiam a ti hue siong hah hah gun a biau senn jit hit tsit kang tsing lang tsiann ka o lo kong khuann i hit khuan sun tsin uah kut tsiok huann hi e khuan khiok tua thoo kha tau lian seh kui a lian teh hong khuann tshiunn tsit tsiah iah a pue khi pue loh lang gun e sim tsing ma tue i tshing tshai khi lai
train_converted/736.wav,ho ah
train_converted/737.wav,hik hui liau to khng ti lan su un khi pak han huinn tit i king hoo in poo siong kim
train_converted/738.wav,tse kha me lah si kha long e tsiann kui
train_converted/739.wav,jit gi gua lai su，tshua tsun kiat
train_converted/740.wav,eh mai tin tang oo
train_converted/741.wav,gua na e tsai
train_converted/742.wav,iu guan u be tsio lang e tshing loo li a
train_converted/743.wav,aih ioh
train_converted/744.wav,bio si kah sin giong u khoo ua sia khu e kong ling
train_converted/745.wav,mai tsha ho m uah beh tsak si hit ping tng teh onn onn khun e phah thih a khoo tua e jim be tiau tua huah tsit siann tsit si e siann sueh long tiam khi
train_converted/746.wav,iau m koh to si bo lan tai uan ka ti phah e tai gi phinn
train_converted/747.wav,soo sian sinn leh kau pue e tai uan lang ing kai ma long si hak tsia
train_converted/748.wav,kin tsiah a mai kheh khi lah
train_converted/749.wav,Clinton kong siu huan lai te tsin tua poo hun tsi si huan khin tsue e
train_converted/750.wav,piah ting u kua nng pak too
train_converted/751.wav,a ling tioh siong a li kam u ok pang thang hoo i tah
train_converted/752.wav,phainn se a be kuat ting beh tiam siannh
train_converted/753.wav,kho lian bu kiann khoh khoh tan tshun khi tshiu tsin put ti han
train_converted/754.wav,tshui lai teh innh innh hainn hainn tshan
train_converted/755.wav,tshiunn li tsit khuan lang king lian ma e siunn tioh gun
train_converted/756.wav,haih tsit tsit kua lang u iann siau tham sit tsai hoo gua tsiok sit bong an ne khuann khi lai bin a tsai ai tshuan koh khah tse e inn a tsiah u ki hue tshue tioh gua bi lai e too te han tsing li na kong na thoo tua khui
train_converted/757.wav,kiann ooh
train_converted/758.wav,Seven eleven e oo lian kui kang long u leh be
train_converted/759.wav,ji khong it sam ni sann gueh ti tai tiong khan ti tai bun thong sin bong pote nng pah ji tsap peh ki
train_converted/760.wav,ui tioh tsian too puann suann koh kue nia
train_converted/761.wav,li e hing hok ti to ui
train_converted/762.wav,se kan e tsin li guan pun to si tsiah kan tan tsiah phok soo si lan e thau khak siunn kue hok tsap
train_converted/763.wav,ji gua sia e m si si
train_converted/764.wav,bo i khuann tian si，to bo lang e khui a
train_converted/765.wav,ting le pai sann kong poo kiat ko u lak tsap sann e tsan sing tong sing hun hap huat si tsap e huan tui
train_converted/766.wav,tsioh thau kau
train_converted/767.wav,u tsit jit in tau phah m kian lu in lau pe kio i khi tshue bo phah sng ti loo tiong tu tioh sat bo jinn
train_converted/768.wav,li koh kong tsit pai khuann mai
train_converted/769.wav,a pah a pah thau tu a a kong kong tsiah sai si siann mih i su
train_converted/770.wav,gun tse mih kiann i king si siong jio toh e m ho koh hiam a
train_converted/771.wav,gua iong si siann e tsiat soo kuat ting li sing khu pinn e lang beh tsiah siann hue ho bo
train_converted/772.wav,tsit si thiann kinn ti te ha sik tshin tshiunn u lang thua thih lian teh kiann ti tsiu thang ting liak liak kio
train_converted/773.wav,ah kah lan tai uan u kuan he e si tu tsiah kong e lam ping u tsui khi tsap jip lai hoo e it tit loh kau pai sann
train_converted/774.wav,in it ting si lian sip tsiann ku tsiah u huat too thiau ua lu tsuh thiau kah tsiah ni sui
train_converted/775.wav,gua m si khiang kha tsa boo gua kan tann si tsit e gong tsa boo lang
train_converted/776.wav,bi lai ko jin tsu liau ham ki lok e siu tsip kah li iong lu lai lu li hai lu hok tsap ko jin tui pun sin un su e tsu khong khuan khiong kiann si lu phainn tsiang ak
train_converted/777.wav,i bo ti tshu
train_converted/778.wav,gua beh phah hoo li be kiann tit
train_converted/779.wav,kam a iau be ang tsiah tioh sng sng
train_converted/780.wav,aih to m bian lah
train_converted/781.wav,ko le ai hang hang hoo nng tsiah tshiat e khui
train_converted/782.wav,thau ke niu
train_converted/783.wav,so a jing jian tak jit sia tu ho e sing king ku ka khng ti ang sai beh tsah e phainn a lai
train_converted/784.wav,tsue kin kui ko gueh lai Russia m na to tshu phai kun ki pik kin au tsiu kok ka e pian kai
train_converted/785.wav,ki lian tsi tshi kai pian e bin i tshiau kue tshit siann si an tsuann tsing ti jin but iau koh tue be tioh
train_converted/786.wav,thau ke niu lin u gua tse beh thang thio
train_converted/787.wav,bun tsiunn loh bue kong ji ui soo e iu ke kho ling e tsiann tso sin siong thai
train_converted/788.wav,tse u sui
train_converted/789.wav,hah hah
train_converted/790.wav,li kam tsin tsiann u leh iau kin i leh tsng siann
train_converted/791.wav,ping ki lim lai te tsham tsit kua Oreo ma tsiann ho tsiah
train_converted/792.wav,han tsing li sim lai leh siunn kong kho sioh ah kho sioh tsiah ni a sui e thoo te thai e long tua tsit kua siau tham e lang
train_converted/793.wav,li bo ing suah bue
train_converted/794.wav,lai kok ui hiong tshin tak ke ho honnh
train_converted/795.wav,li u i hiah iong kong
train_converted/796.wav,tsue kin kui ko gueh lai Russia m na to tshu phai kun ki pik kin au tsiu kok ka e pian kai
train_converted/797.wav,siann mih tai tsi
train_converted/798.wav,ah bo
train_converted/799.wav,a thing kin luai tsiah png lah ah long kio be luaih si le
train_converted/800.wav,li bo khuann gua beh piann pun so m
train_converted/801.wav,ho an ne to bo tai tsi lah honnh
train_converted/802.wav,gua tsun tiong tha looh tua e
train_converted/803.wav,mh ah gua lai gia lau thui
train_converted/804.wav,gun ma mah leh
train_converted/805.wav,tiunn bin pai kah tsiah ni nau liat
train_converted/806.wav,kin a jit e khang khue si beh ka kim po le e nng lue hoo si
train_converted/807.wav,thau khak thiann e tang tsiah tsit liap a sir phi lin khuann e khah ho bo
train_converted/808.wav,ooh
train_converted/809.wav,i hit su sann kam si khi Net be e
train_converted/810.wav,a pinn a hong khu ah tsu iau si hong tsi tshuan king kah ian biat tsing ki
train_converted/811.wav,a N su tsoo khah oh tshue tshue tshut lai e u e khuann khi lai tsiann bian kiong
train_converted/812.wav,soh a thai e bo tng
train_converted/813.wav,beh pue ong hiong kang e pan ki ting ki beh suah ah tshiann lu kheh tiunn a hue kah li a tsui kin lai ting ki
train_converted/814.wav,su su long ai ua kho lang
train_converted/815.wav,in ui lan e gi su tah phue tsho ngoo tsho ngoo kho ling pau kuah gi huat kah kuan iong gi
train_converted/816.wav,pian tong sui lian i king ling khi ah tan si mui tsit tshui long kam siu e tioh sio kun kun e ai
train_converted/817.wav,ueh peh sann huan ah li tui to ui lai e gua tsit e kah li tui bak to kam kak tsiok tshi tshak tioh kak hue a kong tioh ue si tsit khuan tsiok tshau hue tsiok bo se ji e khui khau
train_converted/818.wav,tse kha me lah si canon e tsiann kui
train_converted/819.wav,m thang kuann tioh
train_converted/820.wav,kiu lang ooh aih ioh i bo huat too lah
train_converted/821.wav,khah tsa lin goo si kui som som e kue tsi
train_converted/822.wav,hngh ah tsit e mng bo suah ka kuainn leh m tu ho ka lin pe long lip lai
train_converted/823.wav,mui tsit pue long u he tok
train_converted/824.wav,in ui kiann tui bi laitso sing siong hai lan suah m kann ho ho a uah ti hian tsaipeh peh hoo jin sing khang kue
train_converted/825.wav,thau ke bin a tsai li koh e lai honnh u lang be jim leh an ne leh mng han tsing li
train_converted/826.wav,ku ni te kiam tshat kuann suah suan poo tsiam thing tiau tsa phue phing lian hap kok an li hue bo tsok ui
train_converted/827.wav,tsit nia sann e tiong tsua thinn tshit liap kim sik e liu a siam siam sih sih tsiok siann lang bok e e kun siu nng tsiah peh thoo a tsiok koo tsui e
train_converted/828.wav,kok ui ping iu na u siann mih soo tsai su iau gua tau sann kang tshiann sui ka gua kong gua tsin liong lai tshu li
train_converted/829.wav,sit le honnh hoo li tan tsin ku li leh siu khi si m？
train_converted/830.wav,khi si lang
train_converted/831.wav,tai uan lang oh ing bun nge ki ing bun gi su
train_converted/832.wav,na tsiah na khuann a kong khat tsit khat mi hun koo hian tsian tso mi phue
train_converted/833.wav,li ho
train_converted/834.wav,li lo kue i
train_converted/835.wav,gua i king hun e tshuai hong hiong
train_converted/836.wav,liat tshia tih beh tsin tsam a tshiann li khui gueh tai pinn a khah be gui hiam
train_converted/837.wav,m kam boo tioh gam siu tsiat bua ang tshua boo thiau hai kiann te loo
train_converted/838.wav,hit tai tit sing ki e phu loo phe la khai si teh tng ah lan ai siam khah khui leh tsiah be u hui hiam
train_converted/839.wav,thau ke ma huan mi hun kin puann
train_converted/840.wav,tsit hang tai tsi li na e m bat tui gua the khi
train_converted/841.wav,u tai tsi to ka gua Line gua na khuann tioh e sui hue li
train_converted/842.wav,se iunn e kui a tseh tak ke tang tse kue
train_converted/843.wav,pun koo niu
train_converted/844.wav,lau su e kong huat kah ping iu e kong huat to tsit e si tioh e
train_converted/845.wav,thinn khi ling ah li e bin ai buah tsit kua khu li mu bin tsiah be pit pit
train_converted/846.wav,Stephens ma m si uan tsuan leh the Obama pian hoo i jin ui tui Obama e phue phing lai te
train_converted/847.wav,tshiann lin tak ke khah siok tsing leh
train_converted/848.wav,tsit ma beh jip tsam e si ta lu kuh ho m si tsit pang tshia e lu kheh m thang tsiunn tshia tsiah be hoo lang ke huat goo tsap pha e tshia tsinn
train_converted/849.wav,tann li koh ka ti ti leh siau siann mih hue hannh
train_converted/850.wav,tsuan kok tsap ik thong tsang e tshiu a long tsho liau liau
train_converted/851.wav,tshua li tshut lai khuann tian iann m si beh phah kau eh lah
train_converted/852.wav,king tshat kai kik pau kuat tsu tiunn king tshat tshut khin e si sin khu tioh an liap iann ki
train_converted/853.wav,li na beh khi be mih kiann tsit hu kin u tsit king Costco mih kiann siok koh tua uann lai te ma tsiok khuah tsiok ho seh e
train_converted/854.wav,tse lan tshu lai e tsong hong si iong hi noo khih e khah m kiann e khi hoo thang tsiu khi soo i siong bo tong it ji tsap ni to bo bun te lah
train_converted/855.wav,siong lan tit e si i tsit si a to be hiau pai tui lang tsiann u le mau soo i han tsing li tsiann thiann tsit e too te
train_converted/856.wav,li it ting ai khah tsin tsok leh
train_converted/857.wav,tsong sng u tsit kang kiong lok sia tsun pi beh phah tai uan thau tsit tshut tsiann kang e tai gi tian iann ong po tshuan i sih ping kui
train_converted/858.wav,i lang leh bo ing kong phua hit te po le
train_converted/859.wav,gua
train_converted/860.wav,na hui hing ki put tik i loh pue ti hai ting tshiann tak ke ai tshing kiu sing i kiu sing i ti i a kha sing tshing jip khi tsiah ka liu khi lai siong bue iong tshui pun hong pun hoo pa pun kah phong khi lai to e sai
train_converted/861.wav,tsiah pa liau au tak ke tng lai tsiu tiam hioh khun
train_converted/862.wav,li mng bo sing khui lun i sak be tshut lai
train_converted/863.wav,tshue si ah hannh
train_converted/864.wav,suann bing tsui pho tshio bun bun
train_converted/865.wav,li sing ka mng khui khui lun i m tsiah sak e tshut lai kheh thiann
train_converted/866.wav,kuan thai lang tshui tshiu beh lau tiam to tsit ping
train_converted/867.wav,ah piau sio ti piau sio ti ah
train_converted/868.wav,kim lai kong tsing ue
train_converted/869.wav,tai tsi ai ka mng mng leh
train_converted/870.wav,ah na m tu ho he he
train_converted/871.wav,ong ko a li khuann hue thoo a kah siu lan in hiah ni siong ho li tsit e lang na gong lang leh long bo kam tsing
train_converted/872.wav,suah ti ki thann soo tsai siunn kue se li
train_converted/873.wav,tsit hang tshai tsin loh png
train_converted/874.wav,Caryl in iong hak tsia Paul Stares e kong huat hian tsai mui the e tsuan kiu hua
train_converted/875.wav,li na e hiah kheh khi nooh
train_converted/876.wav,tse si Hillary Clinton in ang Bill Clinton tso tsong thong e si tshiam su e
train_converted/877.wav,io ooh io io io
train_converted/878.wav,iah a be pi tsiau a pue khah hng
train_converted/879.wav,kang khuan bian sio tshiunn
train_converted/880.wav,li na beh koo ui tng hoo ui tng khah ho leh ai e ki tsit tak kang tsiah ua kha moo tooh
train_converted/881.wav,tshut kok tshit tho si khuai lok e tai tsi ling gua tsit e sio khua phai se bin a ang ki ki
train_converted/882.wav,thinn khi pian luah tsiok tse tsa poo lang leh tshing lai lin gu
train_converted/883.wav,kuann thinn e tsui ling ling ling
train_converted/884.wav,tsai ia e kang tong lai te u kau siann kau e gi guan long tsi tshi tong sing hun
train_converted/885.wav,m koh i iong ui hik e hong sik tsi iau se hong u piau hian tshut jim ho jiok tiam
train_converted/886.wav,tse tseh
train_converted/887.wav,bo tsiah pai thok li honnh
train_converted/888.wav,kiann u siang tsau lai thau theh gua e tsinn pau a
train_converted/889.wav,jit loh se san e si li kam e tang bo ui bo ham an sim jip bang
train_converted/890.wav,lin boo kam tsai iann li tioh ai kok tsiong kuan
train_converted/891.wav,a pah
train_converted/892.wav,he tsui ko gua khau koo senn hiah ni tng honnh bai khun tsiok tse m ho koh tsiah ah ai tan tiau
train_converted/893.wav,li m kann ah nih
train_converted/894.wav,eh mh
train_converted/895.wav,iunn a kam e khi tsiah hit e sik ti ho khuann m koh tui sin the u sun hai e hue
train_converted/896.wav,tsit pai koh tsit pai tai thih put si teh thut tshe kin tsuah ban e tshut tai tsi
train_converted/897.wav,pi tsit e le
train_converted/898.wav,ah si an tsuann pat lang e tang khuann bian tsinn e gun be ing tsit lah
train_converted/899.wav,hit e lang khian thian khian thian siunn beh nia tsiong kim
train_converted/900.wav,i hit tai tshia tsue kin ai lai uann thai ia
train_converted/901.wav,jit thau loh hai
train_converted/902.wav,ti tsap peh ho tshin suai soo huan tsin iau hio gueh sin ting phik lik tsha ang a bing tshenn ti hun lim kuan hoo bue poo te hi kuan khai ian
train_converted/903.wav,he siann mih
train_converted/904.wav,sio jin hi tsit ma kau tshiu na lai lom thoo e soo tsai hia e tiong ng u tsit tong tshu he si iong ping tsun im si e lang kut thau soo khi e
train_converted/905.wav,gua beh kau B si pang gua jih tsit e
train_converted/906.wav,aih iah tsia beh ai li kah i leh li leh sui bin mai siunn phing ua lai oo li khah khui leh khah bo bang kak hue a na kong na sua kha
train_converted/907.wav,li mi tsu kah sio sio sio
train_converted/908.wav,tse leh
train_converted/909.wav,lan kam tioh koh huan lo au pai i e bo iau bo i to tsho tshiu a thiah lik su kian tiok
train_converted/910.wav,lan tak ke tshut lai tshit tho ke kiam be kua tan loo tng khi pun tshin tsiann goo tsap kah ping iu tso hue pun tiunn tan leh tshua tak ke khi seh tsit kua tai uan u mia e ong lai soo lik tau phong
train_converted/911.wav,te lak pah peh tsap si phinn a put lah e sann e tsa boo lang
